ChEMBLID,SMILES,pValue,StandType,grappolo
CHEMBL559173,CCN(CC)C(=O)CSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl,6.29,IC50,hCatL
CHEMBL2305704,Cc1cccc(NC(=O)CSc2nnc([C@H](N)Cc3c[nH]c4ccccc34)o2)c1C.Cl,6.52,IC50,hCatL
CHEMBL558044,CN(C)C(=O)CSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl,6.77,IC50,hCatL
CHEMBL2305752,Cc1ccc(NC(=O)CSc2nnc([C@H](N)Cc3c[nH]c4ccccc34)o2)c(C)c1.Cl,6.8,IC50,hCatL
CHEMBL403991,CCS(=O)(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,4.87,Ki,hCatL
CHEMBL271992,COc1ccc(S(=O)(=O)/C=C/CNC(=O)CN2C(=O)C(COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c3ccccc3)c3ccccc32)cc1,4.85,Ki,hCatL
CHEMBL408071,O=C(CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21)NC/C=C/S(=O)(=O)c1ccccc1,4.66,Ki,hCatL
CHEMBL402455,O=C(CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,5.16,Ki,hCatL
CHEMBL437233,N=C(N)NCCC[C@@H](NC(=O)C(CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,7.35,Ki,hCatL
CHEMBL407017,CSCC(NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,7.72,Ki,hCatL
CHEMBL407016,CCCC(NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,6.34,Ki,hCatL
CHEMBL1162208,N=C(N)NCCC[C@@H](NC(=O)C(CC(=O)O)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,4.24,Ki,hCatL
CHEMBL1162207,N=C(N)NCCC[C@@H](NC(=O)C(CN)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,4.97,Ki,hCatL
CHEMBL407062,CCC(NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,5.22,Ki,hCatL
CHEMBL407515,N=C(N)NCCC[C@@H](NC(=O)C(CCCCNC(=O)Cc1ccc(-c2ccccc2)cc1)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,6.29,Ki,hCatL
CHEMBL407547,COc1ccc(CSCC(NC(=O)Cc2ccc(-c3ccccc3)cc2)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc2ccccc2)C(=O)NCCc2ccccc2)cc1,6.33,Ki,hCatL
CHEMBL270285,N=C(N)NCCC[C@@H](NC(=O)C(CSCc1ccccc1)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NC(Cc1ccccc1)C(=O)NCCc1ccccc1,7.62,Ki,hCatL
CHEMBL272370,N=C(N)NCCC[C@@H](NC(=O)C(CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NC(Cc1ccccc1)C(=O)NCCc1ccccc1,7.68,Ki,hCatL
CHEMBL270269,N=C(N)NCCC[C@@H](NC(=O)C(CCCCNC(=O)Cc1ccc(-c2ccccc2)cc1)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,7.64,Ki,hCatL
CHEMBL271747,COc1ccc(CSCC(NC(=O)Cc2ccc(-c3ccccc3)cc2)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCCc2ccccc2)cc1,6.95,Ki,hCatL
CHEMBL272646,N=C(N)NCCC[C@@H](NC(=O)C(CSCc1ccccc1)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,6.81,Ki,hCatL
CHEMBL259939,CN1CCN(c2ccc(CC#Cc3cnc(C#N)nc3NCC(C)(C)C)cc2)CC1,6.01,IC50,hCatL
CHEMBL408562,CC(C)(C)CNc1nc(C#N)ncc1C#CCn1cnc(Cl)c1Cl,6.72,IC50,hCatL
CHEMBL261673,CC(C)(C)CNc1nc(C#N)ncc1C#CCOc1cccnc1,6.0,IC50,hCatL
CHEMBL261511,CC(C)(C)CNc1nc(C#N)ncc1C#CCN1CCc2ccccc2C1,6.82,IC50,hCatL
CHEMBL260921,NC(=S)N/N=C(/c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cccs1,8.0,IC50,hCatL
CHEMBL261218,NC(=S)N/N=C(/CCc1ccccc1)c1cccc(F)c1,6.93,IC50,hCatL
CHEMBL258588,NC(=S)N/N=C(/CCc1ccccc1)c1cccc(Cl)c1,7.68,IC50,hCatL
CHEMBL429858,NC(=S)N/N=C(/CCc1ccccc1)c1ccccc1,6.04,IC50,hCatL
CHEMBL402465,Cc1ccc(/C(=N/NC(N)=S)c2ccccc2)cc1,5.99,IC50,hCatL
CHEMBL406601,NC(=S)N/N=C(\CCc1ccccc1)c1cc(Cl)cc(Cl)c1,7.41,IC50,hCatL
CHEMBL261307,Cc1ccc(/C(=N/NC(N)=S)c2cccc(F)c2)cc1,7.36,IC50,hCatL
CHEMBL410086,NC(=S)N/N=C(\CCc1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,7.77,IC50,hCatL
CHEMBL261657,Cc1ccc(/C(=N\NC(N)=S)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,8.13,IC50,hCatL
CHEMBL404938,NC(=S)N/N=C(/C=C/c1ccccc1)c1cccc(C(F)(F)F)c1,7.09,IC50,hCatL
CHEMBL261438,Cc1ccc(/C(=N\NC(N)=S)c2cc(Cl)cc(Cl)c2)cc1,7.96,IC50,hCatL
CHEMBL259379,NC(=S)N/N=C(/c1cc(Cl)cc(Cl)c1)c1cccs1,8.44,IC50,hCatL
CHEMBL407264,Cc1ccc(/C(=N/NC(N)=S)c2cccc(C(F)(F)F)c2)cc1,8.03,IC50,hCatL
CHEMBL263634,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)OCC(=O)N1CCCc2ccccc21,8.15,IC50,hCatL
CHEMBL263661,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)NCC(=O)N1CCCc2ccccc21,5.52,IC50,hCatL
CHEMBL406930,COC(=O)CSC(=O)NNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,6.7,IC50,hCatL
CHEMBL259183,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)SC1CCN(c2ccccc2)C1=O,6.96,IC50,hCatL
CHEMBL258492,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)SCC(=O)N1CCCc2ccccc21,7.39,IC50,hCatL
CHEMBL430225,CCc1ccccc1NC(=O)CSC(=O)NNC(=O)CCc1c[nH]c2ccccc12,4.66,IC50,hCatL
CHEMBL259451,CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,6.94,IC50,hCatL
CHEMBL448143,[N-]=[N+]=CC(=O)[C@H](Cc1ccccc1)NC(=O)CN,4.59,IC50,hCatL
CHEMBL516292,N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F,5.27,IC50,hCatL
CHEMBL518284,CCC[C@H](NC(=O)C(CC(C)C)NC(=O)c1ccc(-c2ccc(I)cc2)cc1)C(=O)C=[N+]=[N-],8.0,IC50,hCatL
CHEMBL450997,[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN,4.53,IC50,hCatL
CHEMBL477531,Cc1cc(C)cc(CC(NC(=O)C(c2ccccc2)c2ccccc2)C(=O)NCC#N)c1,7.05,IC50,hCatL
CHEMBL1162477,N#C[C@]1(NC(=O)[C@@H](N)Cc2ccccc2F)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F,6.25,IC50,hCatL
CHEMBL515494,N#C[C@@]1(NC(=O)C(N)Cc2sccc2F)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F,4.81,IC50,hCatL
CHEMBL463180,N#Cc1ncc(C(=O)NCCc2ccccc2)c(OCC2CCCCC2)n1,6.11,IC50,hCatL
CHEMBL457001,CN(CC1CCCCC1)c1nc(C#N)ncc1C(=O)NCCc1ccccc1,5.7,IC50,hCatL
CHEMBL443161,CN1CCC(Oc2ccc(NC(=O)c3cnc(C#N)nc3NCC3CCC4(CC3)CC4)c(-c3ccccc3)c2)CC1,6.08,IC50,hCatL
CHEMBL509262,N#Cc1ncc(C(=O)N[C@@H](Cc2ccccc2)CN2CCCC2)c(NCC2CCC3(CC2)CC3)n1,5.82,IC50,hCatL
CHEMBL455913,N#Cc1ncc(C(=O)N[C@H](Cc2ccccn2)CN2CCCC2)c(NCC2CCC3(CC2)CC3)n1,6.32,IC50,hCatL
CHEMBL455912,N#Cc1ncc(C(=O)N[C@H](Cc2ccccc2)CN2CCCC2)c(NCC2CCC3(CC2)CC3)n1,6.82,IC50,hCatL
CHEMBL508091,C[C@@](Cc1ccccc1)(CN1CCCC1)NC(=O)c1cnc(C#N)nc1NCC1CCC2(CC1)CC2,6.08,IC50,hCatL
CHEMBL508319,CN1CCC(CNC(=O)c2cnc(C#N)nc2NCC2CCC3(CC2)CC3)(c2ccccc2)CC1,6.16,IC50,hCatL
CHEMBL456134,CN1CCC(NC(=O)c2cnc(C#N)nc2NCC2CCC3(CC2)CC3)(c2ccccc2)CC1,6.29,IC50,hCatL
CHEMBL456135,CN1CCC(Cc2ccccc2)(NC(=O)c2cnc(C#N)nc2NCC2CCC3(CC2)CC3)CC1,6.75,IC50,hCatL
CHEMBL458482,CN1CCC(Oc2nc(C#N)nc(NCC3CCC4(CC3)CC4)c2C(=O)NCc2ccccc2)CC1,7.0,IC50,hCatL
CHEMBL498508,CN1CCC(COc2nc(C#N)nc(NCC3CCC4(CC3)CC4)c2C(=O)NCc2ccccc2)CC1,7.19,IC50,hCatL
CHEMBL498511,CN1CCC(CCOc2nc(C#N)nc(NCC3CCC4(CC3)CC4)c2C(=O)NCc2ccccc2)CC1,6.57,IC50,hCatL
CHEMBL514545,CNC(=O)c1c(NCC2CCC3(CC2)CC3)nc(C#N)nc1OCCC1CCN(C)CC1,6.92,IC50,hCatL
CHEMBL526384,CN1CCC(CCOc2nc(C#N)nc(NCC3CCC4(CC3)CC4)c2C(=O)NCCc2ccccc2)CC1,8.0,IC50,hCatL
CHEMBL496657,CN1CCC(CCOc2cc(NCC3CCC4(CC3)CC4)nc(C#N)n2)CC1,6.06,IC50,hCatL
CHEMBL526107,CN1CCC(CCOc2nc(C#N)nc(NCC3CCC4(CC3)CC4)c2Br)CC1,6.55,IC50,hCatL
CHEMBL450459,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,5.12,Ki,hCatL
CHEMBL453738,CN(C)C(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,5.13,Ki,hCatL
CHEMBL453473,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,5.57,Ki,hCatL
CHEMBL509518,CC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,5.23,Ki,hCatL
CHEMBL450218,CN(C)C(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,5.72,Ki,hCatL
CHEMBL501901,COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,5.08,Ki,hCatL
CHEMBL504183,N#C/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,5.5,Ki,hCatL
CHEMBL481170,CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCCC3)cc2)CC1,5.28,IC50,hCatL
CHEMBL461619,CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1,5.21,IC50,hCatL
CHEMBL462278,CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCC3)cc2)CC1,5.64,IC50,hCatL
CHEMBL494517,CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCCC3)c(F)c2)CC1,5.17,IC50,hCatL
CHEMBL492617,CC(C)C(Nc1ccccc1)C(=O)N1CCCCN1C#N,6.2,IC50,hCatL
CHEMBL493039,CC(C)C(NC(=O)OCc1ccccc1)C(=O)N1CCCCN1C#N,6.84,IC50,hCatL
CHEMBL493018,CC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CCCCN1C#N,6.89,IC50,hCatL
CHEMBL493038,Cc1cccc(NC(C(=O)N2CCCCN2C#N)C(C)C)c1,6.45,IC50,hCatL
CHEMBL502439,CC(C)C(Nc1cccc(C#N)c1)C(=O)N1CCCCN1C#N,6.14,IC50,hCatL
CHEMBL521987,CC(C)C(Nc1cccc(C(F)(F)F)c1)C(=O)N1CCCCN1C#N,7.32,IC50,hCatL
CHEMBL492619,CC(C)C(Nc1cccc(Cl)c1)C(=O)N1CCCCN1C#N,6.62,IC50,hCatL
CHEMBL523166,CC(C)C(Nc1ccc(Cl)cc1)C(=O)N1CCCCN1C#N,6.21,IC50,hCatL
CHEMBL250589,CC(C)(C)Cn1c(Cc2ccc(Cl)cc2)cc2cnc(C#N)nc21,7.02,IC50,hCatL
CHEMBL524016,N#Cc1ncc2cc(COc3ccccn3)n(CCC3CCCCC3)c2n1,6.1,IC50,hCatL
CHEMBL493472,N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CCc3cccc(Cl)c3)c2n1,7.4,IC50,hCatL
CHEMBL521700,N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CCc3ccc(Cl)cc3)c2n1,7.07,IC50,hCatL
CHEMBL495098,N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CCc3ccccc3)c2n1,7.64,IC50,hCatL
CHEMBL492847,N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CCC3CCCCCC3)c2n1,6.08,IC50,hCatL
CHEMBL523501,N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CCC3CCCC3)c2n1,6.58,IC50,hCatL
CHEMBL524045,N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CCC3CCCCC3)c2n1,6.5,IC50,hCatL
CHEMBL492633,N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CC3CCCCC3)c2n1,6.43,IC50,hCatL
CHEMBL523336,CC(C)(C)CCn1c(Cc2ccc(Cl)cc2)cc2cnc(C#N)nc21,7.75,IC50,hCatL
CHEMBL478436,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)=O)CC1,5.6,IC50,hCatL
CHEMBL477600,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCO,5.92,IC50,hCatL
CHEMBL476130,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCNCC1,6.34,IC50,hCatL
CHEMBL478224,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)NC(C)(C)C1,5.86,IC50,hCatL
CHEMBL513921,CNC(=O)c1c(NCC2CCC3(CC2)OCCO3)nc(C#N)nc1OCC1CCN(C)CC1,6.37,IC50,hCatL
CHEMBL478012,CNC(=O)c1c(NCCC2CCCC2)nc(C#N)nc1OCC1CCN(C)CC1,6.4,IC50,hCatL
CHEMBL478013,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)C)CC1,6.48,IC50,hCatL
CHEMBL514042,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(CCO)CC1,6.52,IC50,hCatL
CHEMBL478011,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCC1CCN(C)CC1,6.36,IC50,hCatL
CHEMBL515025,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1,6.44,IC50,hCatL
CHEMBL478462,CNC(=O)c1c(NCC2CCC3(CCCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1,6.56,IC50,hCatL
CHEMBL481986,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ncc(C)s2)cc1,4.77,Ki,hCatL
CHEMBL474458,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2sc(C)nc2C)cc1,4.8,Ki,hCatL
CHEMBL474257,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2nc(C(C)C)cs2)cc1,5.04,Ki,hCatL
CHEMBL481433,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2nc(C)cs2)cc1,4.57,Ki,hCatL
CHEMBL519136,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2nccn2C)cc1,4.62,Ki,hCatL
CHEMBL482218,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1,4.89,Ki,hCatL
CHEMBL515251,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2cccnc2Cl)cc1,4.64,Ki,hCatL
CHEMBL473448,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2cnccc2C)cc1,5.06,Ki,hCatL
CHEMBL480836,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccccn2)cc1,4.89,Ki,hCatL
CHEMBL480638,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2cccnc2)cc1,4.85,Ki,hCatL
CHEMBL481424,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccncc2)cc1,4.89,Ki,hCatL
CHEMBL514299,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccccc2C#N)cc1,5.07,Ki,hCatL
CHEMBL515769,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2cccc(C#N)c2)cc1,5.17,Ki,hCatL
CHEMBL514195,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccc(C#N)cc2)cc1,5.1,Ki,hCatL
CHEMBL475669,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2cccc(OC)c2)cc1,4.85,Ki,hCatL
CHEMBL475269,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccc(OC)cc2)cc1,4.96,Ki,hCatL
CHEMBL475268,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,5.04,Ki,hCatL
CHEMBL475063,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccccc2C)cc1,5.08,Ki,hCatL
CHEMBL515588,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccccc2F)cc1,4.96,Ki,hCatL
CHEMBL474865,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2cccc(F)c2)cc1,5.11,Ki,hCatL
CHEMBL474664,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,5.23,Ki,hCatL
CHEMBL519763,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)nc1,4.85,Ki,hCatL
CHEMBL517082,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccccc2)nc1,4.51,Ki,hCatL
CHEMBL474059,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccccc2)c(Cl)c1,5.96,Ki,hCatL
CHEMBL473654,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccccc2)c(C)c1,5.64,Ki,hCatL
CHEMBL481227,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)c(C(C)=O)c1,5.02,Ki,hCatL
CHEMBL481034,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)c(F)c1,5.11,Ki,hCatL
CHEMBL519135,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)c(Cl)c1,6.01,Ki,hCatL
CHEMBL516749,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)cc1C,4.64,Ki,hCatL
CHEMBL479461,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)c(C)c1,5.7,Ki,hCatL
CHEMBL479460,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)cc1OC,4.54,Ki,hCatL
CHEMBL480634,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)c(OC)c1,5.14,Ki,hCatL
CHEMBL475062,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)Cc2ccccc2)cc1,4.82,Ki,hCatL
CHEMBL482388,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,4.96,Ki,hCatL
CHEMBL521115,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)N(C)C)cc1,4.8,Ki,hCatL
CHEMBL482191,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)C2CCCCC2)cc1,4.19,Ki,hCatL
CHEMBL479831,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)C2CC2)cc1,4.92,Ki,hCatL
CHEMBL482348,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)C(C)C)cc1,4.82,Ki,hCatL
CHEMBL519633,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,4.82,Ki,hCatL
CHEMBL519115,CCCCS(=O)(=O)Nc1ccc(C(=O)N[C@@H](CC2(C)CCCC2)C(=O)N[C@@H]2C(=O)CO[C@H]2CC)cc1,4.68,Ki,hCatL
CHEMBL480381,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)CC)cc1,4.77,Ki,hCatL
CHEMBL482168,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1cccc(S(=O)(=O)NC)c1,4.82,Ki,hCatL
CHEMBL482167,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(S(=O)(=O)NC)cc1,4.57,Ki,hCatL
CHEMBL482166,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(N(C)S(C)(=O)=O)cc1,4.96,Ki,hCatL
CHEMBL481503,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1cccc(NS(C)(=O)=O)c1,5.6,Ki,hCatL
CHEMBL471972,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1(C)CCCC1)NC(=O)c1ccc(NS(C)(=O)=O)cc1,4.92,Ki,hCatL
CHEMBL512367,CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC(C)(C)C)NC(=O)c1ccsc1,5.0,Ki,hCatL
CHEMBL492175,CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O,9.36,IC50,hCatL
CHEMBL521771,CC(=O)c1c(Nc2ccc(C)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O,8.78,IC50,hCatL
